x1,x2
-2.380237697732715,2.910055541286884
-2.252688644280502,3.098972773363931
-2.5447229201119828,3.688200134556605
-4.107466972019165,4.661321750593691
-2.0481663952464033,2.0447028463573242
-2.694412499670341,2.912413358450511
-2.1123956211943726,2.1519201274222697
-4.516571730878953,3.0649061086669662
-1.6291823781227126,2.383458798069617
-1.6646969102076519,2.620261916458962
-1.4351826839509538,2.9274874468564946
-3.6670699906940833,3.530125007970436
-4.210854923270074,3.3240547693575055
-2.2535997990489904,0.012729123354557892
-2.3778901057027655,1.5626754105288985
-3.5479032242396817,1.2693015723389067
-2.7561951101738638,4.481324061026152
-3.907969806648108,1.9674596378603562
-3.6397507620364076,2.114703671954982
-3.8589468420927755,2.057450493560464
-0.6711211655679725,4.0927378720814
-3.258745727700057,2.5711028334630877
-1.5565415070559003,3.932254872671251
-3.4799740656278804,4.494958896132712
-4.784185665556761,2.5150627093031726
-3.3444661649602336,3.589623133113824
-1.9582497446809732,4.812454033315712
-1.8462855879494293,3.979205876228202
-1.103519386696845,2.6500634391731013
-4.070792429652783,3.599347101813395
-4.332760735061699,1.412697627784555
-6.5763106656826285,1.2779868501453293
-2.382274873970674,3.516663510770507
-4.891464711850448,4.313374000476962
-5.173275099203228,4.2200520319865955
-2.6929440326442187,3.925821781940037
-3.793938776648666,2.214493256633206
-2.6727814323305488,2.765615971998181
-3.449144839520966,5.081700550725751
-2.3253720292493636,3.3150999215094776
-1.9299286707250427,1.6362193724203629
-1.9804428887366752,2.9941020274304657
-2.388050394037805,2.2831642330366506
-3.011297511495337,2.376465935978234
-2.8066938188331423,4.474337096092601
-3.631506307128684,2.425808998331175
-2.613303430743934,4.3668176649590045
-2.809961204795808,2.528399859814687
-2.918903481524987,2.7395356805714544
-3.246454258411262,3.663989268985209
-2.7979027613573617,5.527808505235459
-2.4676612588891684,4.022169352304748
-3.827764958399106,2.6666503035414926
-3.121281705324898,4.709843683057876
-1.8895792986609323,3.3960279185211193
-2.2665548523685133,1.9948227519956414
-2.696727732845823,3.3747275474011116
-2.793453715496813,1.4193950305707845
-4.162040406171377,3.2894857791630017
-1.6907794860518477,3.4986683827433716
-4.233631612803651,1.870615064073625
-1.8445740094042302,5.600511184156123
-1.2804651433933878,2.54009947412849
-2.6325576142834093,2.2550284463904315
-2.446387676700896,2.0119906503654272
-2.3604561806255075,3.891410282751415
0.06997804317418499,1.5438936904430347
-2.448539745087762,1.7704254723435755
-3.9661705061387074,2.04236701527374
-4.668727582754496,3.8490146282251914
-4.355845030506829,1.212501581732214
-4.04988761888507,3.4403950642036096
-5.259618230573139,1.5373426281678326
-3.1738838039211443,2.8996682617245573
-3.7501270291152484,3.018169094603947
-2.678163239958577,0.6946403957981984
-2.960390394176055,1.8452672718460634
-0.9084593620528207,4.287868212714314
-1.5285762073184053,3.4851226477577066
-3.022714934845235,2.1979382565120362
-2.52548408817005,3.6610580979820733
-3.597137971905874,1.7803776336566957
-3.1411333734970452,3.2712679969364307
-2.74976760290982,2.251278607041527
-3.1911455025724194,3.7143296953762377
-3.142669416353586,2.624013885428574
-1.945199045968685,2.6713903339294385
-2.6830232956606683,2.6659404758710568
-3.260984463944818,2.4162028827693147
-2.4127355043349326,3.966564705544792
-2.467572463118901,3.014511080573453
-2.5619827462243707,2.8760954026839407
-2.719146100481005,5.119372100690056
-2.225468110078594,0.8110184270077223
-2.7523543598099214,4.574964782702739
-2.332506110408123,3.100758238398567
-2.316205298380977,2.2044364510114867
-2.7296070870296543,1.1848514989100267
-3.9799815051606435,2.7289768808361092
-1.1180697141490756,3.215688788209173
-3.634569048377055,2.4377551471623917
